"[frozenset({'FaixaKm=3', 'Anfibio=0'}), frozenset({'Intervencao=0'}), 0.9520958083832335, 1.1597438656275652]","[frozenset({'Intervencao=0', 'FaixaKm=3'}), frozenset({'Anfibio=0'}), 0.962178517397882, 1.009713999358411]",,
"[frozenset({'FaixaKm=3', 'Anfibio=0'}), frozenset({'TipoChuva=1'}), 0.9715568862275449, 1.0155736800107018]","[frozenset({'TipoChuva=1', 'FaixaKm=3'}), frozenset({'Anfibio=0'}), 0.9629080118694363, 1.0104795337858214]",,
"[frozenset({'TipoLocal=5', 'FaixaKm=3'}), frozenset({'Anfibio=0'}), 0.9626865671641791, 1.0102471488230116]",,,
"[frozenset({'FaixaKm=3', 'Anfibio=0'}), frozenset({'TipoPavimento=4'}), 0.9835329341317365, 1.180627711208369]","[frozenset({'TipoPavimento=4', 'FaixaKm=3'}), frozenset({'Anfibio=0'}), 0.9633431085043987, 1.0109361259414886]",,
"[frozenset({'Vazamento=0', 'FaixaKm=3'}), frozenset({'Anfibio=0'}), 0.9563218390804598, 1.003567977617214]",,,
"[frozenset({'Vazamento=1', 'FaixaKm=3'}), frozenset({'Anfibio=0'}), 0.972972972972973, 1.02104174437926]",,,
"[frozenset({'agua=0', 'FaixaKm=3'}), frozenset({'Anfibio=0'}), 0.9530791788856304, 1.0001651169892962]",,,
"[frozenset({'agua=1', 'FaixaKm=3'}), frozenset({'Anfibio=0'}), 0.9716713881019831, 1.0196758559897066]",,,
"[frozenset({'arbustos=0', 'FaixaKm=3'}), frozenset({'Anfibio=0'}), 0.9602803738317757, 1.0077220798789854]",,,
"[frozenset({'arbustos=1', 'FaixaKm=3'}), frozenset({'Anfibio=0'}), 0.9661654135338347, 1.0138978641710927]",,,
"[frozenset({'capimAlto=0', 'FaixaKm=3'}), frozenset({'Anfibio=0'}), 0.9672801635991821, 1.015067687365453]",,,
"[frozenset({'FaixaKm=3', 'floresta=0'}), frozenset({'Anfibio=0'}), 0.9613034623217922, 1.0087957130481668]",,,
"[frozenset({'vegetacaoBaixa=0', 'FaixaKm=3'}), frozenset({'Anfibio=0'}), 0.9569160997732425, 1.0041915971742104]",,,
"[frozenset({'vegetacaoBaixa=1', 'FaixaKm=3'}), frozenset({'Anfibio=0'}), 0.9723320158102765, 1.0203691213592472]",,,
"[frozenset({'FaixaKm=4', 'Anfibio=0'}), frozenset({'Intervencao=0'}), 0.8867235079171742, 1.0801141437236141]","[frozenset({'FaixaKm=4', 'Intervencao=0'}), frozenset({'Anfibio=0'}), 0.9454545454545454, 0.992163796053382]",,
"[frozenset({'FaixaKm=4', 'Anfibio=0'}), frozenset({'TipoChuva=1'}), 0.9488428745432399, 0.9918306004638053]","[frozenset({'FaixaKm=4', 'TipoChuva=1'}), frozenset({'Anfibio=0'}), 0.9523227383863081, 0.9993713052921561]",,
"[frozenset({'FaixaKm=4', 'TipoLocal=5'}), frozenset({'Anfibio=0'}), 0.9393939393939393, 0.9858037717197063]",,,
"[frozenset({'FaixaKm=4', 'TipoLocal=6'}), frozenset({'Anfibio=0'}), 0.9576547231270358, 1.0049667114872955]",,,
"[frozenset({'FaixaKm=4', 'Anfibio=0'}), frozenset({'TipoPavimento=4'}), 0.9427527405602923, 1.1316753834031066]","[frozenset({'FaixaKm=4', 'TipoPavimento=4'}), frozenset({'Anfibio=0'}), 0.9462102689486553, 0.9929568553223734]",,
"[frozenset({'Vazamento=0', 'FaixaKm=4'}), frozenset({'Anfibio=0'}), 0.9414990859232175, 0.9880129209398131]",,,
"[frozenset({'FaixaKm=4', 'Vazamento=1'}), frozenset({'Anfibio=0'}), 0.95625, 1.0034925893977416]",,,
"[frozenset({'agua=0', 'FaixaKm=4'}), frozenset({'Anfibio=0'}), 0.9518072289156627, 0.9988303275838613]",,,
"[frozenset({'arbustos=0', 'FaixaKm=4'}), frozenset({'Anfibio=0'}), 0.9553158705701078, 1.0025123102234301]",,,
"[frozenset({'FaixaKm=4', 'arbustos=1'}), frozenset({'Anfibio=0'}), 0.9220183486238532, 0.9675697570016001]",,,
"[frozenset({'FaixaKm=4', 'Anfibio=0'}), frozenset({'capimAlto=0'}), 0.8708891595615104, 1.0723443810500672]","[frozenset({'capimAlto=0', 'FaixaKm=4'}), frozenset({'Anfibio=0'}), 0.9533333333333333, 1.00043182768716]",,
"[frozenset({'FaixaKm=4', 'floresta=0'}), frozenset({'Anfibio=0'}), 0.9383259911894272, 0.984683062586019]",,,
"[frozenset({'floresta=1', 'FaixaKm=4'}), frozenset({'Anfibio=0'}), 0.95, 0.9969338143036386]",,,
"[frozenset({'FaixaKm=4', 'vegetacaoBaixa=0'}), frozenset({'Anfibio=0'}), 0.9473684210526315, 0.9941722247903321]",,,
"[frozenset({'Intervencao=0', 'FaixaKm=5'}), frozenset({'Anfibio=0'}), 0.9555555555555556, 1.002763836609508]",,,
"[frozenset({'Intervencao=1', 'FaixaKm=5'}), frozenset({'Anfibio=0'}), 0.9052890528905289, 0.9500139668899825]",,,
"[frozenset({'FaixaKm=5', 'Anfibio=0'}), frozenset({'TipoChuva=1'}), 0.935072463768116, 0.9774363154307865]","[frozenset({'TipoChuva=1', 'FaixaKm=5'}), frozenset({'Anfibio=0'}), 0.9372457873329461, 0.9835494923219482]",,
"[frozenset({'TipoLocal=5', 'FaixaKm=5'}), frozenset({'Anfibio=0'}), 0.90234375, 0.9469231542111041]",,,
"[frozenset({'TipoLocal=6', 'FaixaKm=5'}), frozenset({'Anfibio=0'}), 0.9596059113300494, 1.0070142962216688]",,,
